id,sources,smirks
EVODEX.0-E1759,"EVODEX.0-P27225,EVODEX.0-P31882,EVODEX.0-P31891,EVODEX.0-P31897,EVODEX.0-P32030,EVODEX.0-P32108,EVODEX.0-P32113",[H][C:1]([C:2])([H:60])[H:61].[C:55][C:56]([C:57])([H:101])[H:102]>>[C:1]([C:2])([C:56]([C:57])([H:101])[H:102])([H:60])[H:61].[H]
EVODEX.0-E1760,EVODEX.0-P25375,[H]OC(=O)C([H])([H])[C:11]([C:12])([H:27])[H:28]>>[H][C:11]([C:12])([H:27])[H:28]
EVODEX.0-E1762,EVODEX.0-P25382,[H][C:1]([C:2])([H:60])[H:61]>>[H]OC(=O)C([H])([H])[C:1]([C:2])([H:60])[H:61]
EVODEX.0-E1765,EVODEX.0-P26465,[H]OC(=O)[C@]([H])(N([H])[H])[C:3]([C:4])([H:19])[H:20].[H][C:12](=[O:11])[C:13]=[O:14]>>[C:3]([C:4])([C:12](=[O:11])[C:13]=[O:14])([H:19])[H:20]
EVODEX.0-E177,"EVODEX.0-P3269,EVODEX.0-P47585",[H][C:52]([C:51])=[N:53]>>[H]O[C:52]([C:51])=[N:53]
EVODEX.0-E1780,"EVODEX.0-P31786,EVODEX.0-P31887",[H][C:1]([C:2])([H:22])[H:23].[C:13][C:14](=[O:15])[C:16]>>[C:1]([C:2])([C:14]([C:13])=[O:15])([H:22])[H:23].[H]
EVODEX.0-E1781,EVODEX.0-P25492,[H]N([H])[C@@:11]([H])([C:10])[C:13].[H]OC(=O)C(C([H])([H])C1:C([H]):C([H]):C([H]):C([H]):C:1[H])=[O:20]>>[C:10][C:11]([C:13]=[O:14])=[O:20]
EVODEX.0-E1786,"EVODEX.0-P25520,EVODEX.0-P25943,EVODEX.0-P25973,EVODEX.0-P26396,EVODEX.0-P26794,EVODEX.0-P26819,EVODEX.0-P26827,EVODEX.0-P26835,EVODEX.0-P26895,EVODEX.0-P26932,EVODEX.0-P26940,EVODEX.0-P26979,EVODEX.0-P27027,EVODEX.0-P27035",[O:11]=[C:12]([C:13])[C:19]>>[H]OC(=O)CC([H])([H])C([H])([H])C(=O)O[H].[H]N([H])[C@:12]([H])([C:13])[C:19]
EVODEX.0-E1788,"EVODEX.0-P25525,EVODEX.0-P25947,EVODEX.0-P25977,EVODEX.0-P26399,EVODEX.0-P26486,EVODEX.0-P26799,EVODEX.0-P26807,EVODEX.0-P26883,EVODEX.0-P26960,EVODEX.0-P27015,EVODEX.0-P27039,EVODEX.0-P27047,EVODEX.0-P27062,EVODEX.0-P27070,EVODEX.0-P27130",[H]N([H])[C@@:23]([H])([C:22])[C:25].[H]OC(=O)C(C([H])([H])C([H])([H])C(=O)O[H])=[O:40]>>[C:22][C:23]([C:25])=[O:40]
EVODEX.0-E179,"EVODEX.0-P3431,EVODEX.0-P3450,EVODEX.0-P3455,EVODEX.0-P3547",[H]OC(=O)[C:2]([C:1])=[O:3].[C:14][S:18][S:17]>>[C:1][C:2](=[O:3])[S:18][C:14].[H]
EVODEX.0-E1791,EVODEX.0-P26648,[H][C@@:2]([C:1])([N:3]([H:18])[H:19])[C:4].[O:7]=[C:8]([C:9])[H:21]>>[C:1][C:2]([C:4]=[O:5])=[O:7].[H][C:8]([N:3]([H:18])[H:19])([C:9])[H:21]
EVODEX.0-E1793,"EVODEX.0-P25549,EVODEX.0-P25593,EVODEX.0-P25740,EVODEX.0-P26195,EVODEX.0-P26225,EVODEX.0-P26241,EVODEX.0-P26366,EVODEX.0-P26843,EVODEX.0-P27002,EVODEX.0-P27010,EVODEX.0-P27214",[O:11]=[C:12]([C:13])[H:36]>>[H]OC(=O)CC([H])([H])C([H])([H])C(=O)O[H].[H]N([H])[C:12]([H])([C:13])[H:36]
EVODEX.0-E1794,"EVODEX.0-P26656,EVODEX.0-P26735",[C:1][C:2](=[O:3])[C:4]=[O:5].[H][C:8]([N:7]([H:18])[H:19])([C:9])[H:20]>>[H][C@:2]([C:1])([C:4])[N:7]([H:18])[H:19].[O:3]=[C:8]([C:9])[H:20]
EVODEX.0-E1795,"EVODEX.0-P25553,EVODEX.0-P25559,EVODEX.0-P25720,EVODEX.0-P25728,EVODEX.0-P25867,EVODEX.0-P25874,EVODEX.0-P25881,EVODEX.0-P26199,EVODEX.0-P26214,EVODEX.0-P26230,EVODEX.0-P26348,EVODEX.0-P26355,EVODEX.0-P26371,EVODEX.0-P26730,EVODEX.0-P26847,EVODEX.0-P26853,EVODEX.0-P27138,EVODEX.0-P27146,EVODEX.0-P27181",[H]N([H])[C:2]([H])([C:3])[H:21].[H]OC(=O)C(C([H])([H])C([H])([H])C(=O)O[H])=[O:15]>>[C:2]([C:3])(=[O:15])[H:21]
EVODEX.0-E1798,EVODEX.0-P25932,[H]C([H])([H])[C:8]([C:9])([H:21])[H:22]>>[H][C:8]([C:9])([H:21])[H:22]
EVODEX.0-E18,"EVODEX.0-P133,EVODEX.0-P6175",[O:49]=[C:50][C:52]=[C:53][C:54](=[O:55])[C:56]>>[H][C@:54]([C:53])([O:55][H])[C:56]
EVODEX.0-E1801,EVODEX.0-P26876,[H]N([H])[C:2]([H])([C:3])[H:17].[H]OC(C([H])=O)=[O:13]>>[C:2]([C:3])(=[O:13])[H:17]
EVODEX.0-E1802,"EVODEX.0-P25603,EVODEX.0-P25689,EVODEX.0-P25742,EVODEX.0-P25886,EVODEX.0-P25910,EVODEX.0-P26030,EVODEX.0-P26046,EVODEX.0-P26174,EVODEX.0-P26548,EVODEX.0-P26665,EVODEX.0-P26679,EVODEX.0-P26743,EVODEX.0-P26859,EVODEX.0-P27084,EVODEX.0-P27092,EVODEX.0-P27099,EVODEX.0-P27107,EVODEX.0-P27151,EVODEX.0-P27195",[H]OC(=O)C(C([H])([H])[H])=[O:3].[H]N([H])[C:8]([H])([C:9])[H:20]>>[O:3]=[C:8]([C:9])[H:20]
EVODEX.0-E1804,EVODEX.0-P26470,[H]N([H])[C@@:5]([H])([C:4])[C:7].[H]OC(=O)C(C([H])([H])O[H])=[O:14]>>[C:4][C:5]([C:7]=[O:8])=[O:14]
EVODEX.0-E1808,EVODEX.0-P25649,[H]C1:C([H]):C([H]):C([C:15]([C:13])([H:34])[H:35]):C([H]):C:1[H]>>[H][C:15]([C:13])([H:34])[H:35]
EVODEX.0-E1809,"EVODEX.0-P25654,EVODEX.0-P49078,EVODEX.0-P49080,EVODEX.0-P49082,EVODEX.0-P49084,EVODEX.0-P49089,EVODEX.0-P49090,EVODEX.0-P49097,EVODEX.0-P49099,EVODEX.0-P49100,EVODEX.0-P49112,EVODEX.0-P49118,EVODEX.0-P49122,EVODEX.0-P49124",[H][C:3]([C:2](=[O:1])[C:5])([O:4][H])[H:11]>>[H][O:1][C@@:2]([H])([C:3](=[O:4])[H:11])[C:5]
EVODEX.0-E1810,"EVODEX.0-P25655,EVODEX.0-P48993,EVODEX.0-P49077,EVODEX.0-P49079,EVODEX.0-P49081,EVODEX.0-P49083,EVODEX.0-P49088,EVODEX.0-P49091,EVODEX.0-P49092,EVODEX.0-P49093,EVODEX.0-P49096,EVODEX.0-P49113,EVODEX.0-P49117,EVODEX.0-P49123",[H][C@@:3]([C:2](=[O:1])[H:11])([O:4][H])[C:5]>>[H][O:1][C:2]([H])([C:3](=[O:4])[C:5])[H:11]
EVODEX.0-E1817,"EVODEX.0-P25686,EVODEX.0-P25754,EVODEX.0-P25899,EVODEX.0-P25907,EVODEX.0-P26043,EVODEX.0-P26187,EVODEX.0-P26676,EVODEX.0-P26871,EVODEX.0-P26994,EVODEX.0-P27162,EVODEX.0-P27192",[O:7]=[C:8]([C:9])[H:21]>>[H]OC(=O)CC([H])([H])[H].[H]N([H])[C:8]([H])([C:9])[H:21]
EVODEX.0-E182,"EVODEX.0-P3435,EVODEX.0-P46955,EVODEX.0-P46960,EVODEX.0-P46961",[H][C:2]([C:1])=[O:3].[O:4]=[C:5]([C:6])[H:16]>>[H][O:4][C@@:5]([C:2]([C:1])=[O:3])([C:6])[H:16]
EVODEX.0-E1820,"EVODEX.0-P25697,EVODEX.0-P26384,EVODEX.0-P26492,EVODEX.0-P27053",[H]OC(=O)C(C([H])([H])[H])=[O:3].[H]N([H])[C@:8]([H])([C:9])[C:13]>>[O:3]=[C:8]([C:9])[C:13]
EVODEX.0-E1824,"EVODEX.0-P25710,EVODEX.0-P25957,EVODEX.0-P26381",[C:10][C:11](=[O:12])[C:13]>>[H]OC(=O)CC([H])([H])[H].[H]N([H])[C@:11]([H])([C:10])[C:13]
EVODEX.0-E1825,"EVODEX.0-P27242,EVODEX.0-P46057,EVODEX.0-P46064",[H][C:12](=[O:11])[C:13]>>[H]OC(=O)[C:12](=[O:11])[C:13]
EVODEX.0-E1830,"EVODEX.0-P32132,EVODEX.0-P32138,EVODEX.0-P32152,EVODEX.0-P32157,EVODEX.0-P32163,EVODEX.0-P32193",[C:4][O:5][H:28].[H][C:15]([C:13])([C:16])[H:32]>>[H].[O:5]([C:15]([C:13])([C:16])[H:32])[H:28]
EVODEX.0-E1836,EVODEX.0-P25858,[H][C:1]([C:2])([H:19])[H:20]>>[H]C1:C([H]):C([H]):C([C:1]([C:2])([H:19])[H:20]):C([H]):C:1[H]
EVODEX.0-E1848,"EVODEX.0-P25965,EVODEX.0-P26271,EVODEX.0-P26279,EVODEX.0-P26924",[C:22][C:24](=[O:25])[C:26]>>[H]N([H])[C@@:24]([H])([C:22])[C:26].[H]OC(=O)CC([H])([H])C([H])([H])C(=O)N([H])[H]
EVODEX.0-E1850,EVODEX.0-P26020,[C:15][C:16](=[O:17])[C:18]=[O:19]>>[H]CC([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H].[H]N([H])[C@@:16]([H])([C:15])[C:18]
EVODEX.0-E1854,EVODEX.0-P26074,[H]C1:N:C([H]):N([H]):C:1[C:9]([C:8])([H:25])[H:26]>>[H][C:9]([C:8])([H:25])[H:26]
EVODEX.0-E1855,EVODEX.0-P26071,[H][C:1]([C:2])([H:18])[H:19]>>[H]C1:N:C([H]):N([H]):C:1[C:1]([C:2])([H:18])[H:19]
EVODEX.0-E1874,"EVODEX.0-P26282,EVODEX.0-P26291",[H]N([H])[C@:12]([H])([C:13])[C:21].[H]OC(=O)C(C([H])([H])C([H])([H])C(=O)N([H])[H])=[O:7]>>[O:7]=[C:12]([C:13])[C:21]
EVODEX.0-E1879,EVODEX.0-P48641,[H][C@@:18]([N:17])([C:19])[C:24]>>[H]OC1:C(C([H])([H])[H]):N:C([H]):C(C([H])([H])OP(=O)(O[H])O[H]):C:1C([H])[H].O=[C:18]([C:19])[C:24]=[O:25]
EVODEX.0-E19,"EVODEX.0-P178,EVODEX.0-P2908,EVODEX.0-P3211,EVODEX.0-P3217,EVODEX.0-P3223,EVODEX.0-P3227",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H][C:49]([H])([O:50][H])[C:51]
EVODEX.0-E191,"EVODEX.0-P11477,EVODEX.0-P11497,EVODEX.0-P3568",[H]OC(=O)[C:52](=[O:53])[C:54]>>[H]O[C:52](=[O:53])[C:54]
EVODEX.0-E1913,EVODEX.0-P45486,[H]OP(=O)(O[H])OP(=O)(O[H])[O:18][P:15]>>[H][O:18][P:15]
EVODEX.0-E1915,"EVODEX.0-P27621,EVODEX.0-P27626,EVODEX.0-P29497,EVODEX.0-P29501",[C:1](=[C:2]([O:3][P:4](=[O:5])([O:6])[O:7])[C:8]=[O:9])([H:17])[H:18].[H][O:14][C:13]>>[H][C:1]([C:2](=[O:3])[C:8]=[O:9])([H:17])[H:18].[P:4](=[O:5])([O:6])([O:7])[O:14][C:13]
EVODEX.0-E1918,EVODEX.0-P52080,[H][N:1]([C:2])[H:81].[C:43][C:44](=[O:45])[O:46][H:130].[O:68][P:69](=[O:70])([O:71])[O:72]>>[N:1]([C:2])([C:44]([C:43])=[O:45])[H:81].[O:46]([P:69]([O:68])(=[O:70])[O:71])[H:130].[H]
EVODEX.0-E192,"EVODEX.0-P3569,EVODEX.0-P3582,EVODEX.0-P3588",[H]OC(=O)[C:2]([C:1])=[O:3].[O:8][C:9]1=[C:10]([O:11])[C:13](=[O:14])[C:15]([C:16])=[C:46]([C:47])[C:48]1=[O:49]>>[H]O[C:2]([C:1])=[O:3].[H][O:14][C:13]1:[C:10]([O:11]):[C:9]([O:8]):[C:48]([O:49][H]):[C:46]([C:47]):[C:15]:1[C:16]
EVODEX.0-E1927,EVODEX.0-P46232,[H]OC(=O)C(O[P:4](=[O:5])([O:6])[O:7])=C([H])[H].[H][O:28][P:26]>>[P:4](=[O:5])([O:6])([O:7])[O:28][P:26]
EVODEX.0-E1929,"EVODEX.0-P27807,EVODEX.0-P27811,EVODEX.0-P27816,EVODEX.0-P49228,EVODEX.0-P49233",[H][O:23][C:22].[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[P:29](=[O:28])([O:30])[O:31])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[C:22][O:23][P:29](=[O:28])([O:30])[O:31]
EVODEX.0-E1931,"EVODEX.0-P27984,EVODEX.0-P27989,EVODEX.0-P27993",[N:1][P:2](=[O:3])([O:4])[O:5].[H][O:11][C:10]>>[H].[P:2](=[O:3])([O:4])([O:5])[O:11][C:10]
EVODEX.0-E1933,"EVODEX.0-P28180,EVODEX.0-P28189,EVODEX.0-P28194,EVODEX.0-P28296,EVODEX.0-P28305,EVODEX.0-P28625,EVODEX.0-P28630,EVODEX.0-P28634,EVODEX.0-P28772,EVODEX.0-P29335,EVODEX.0-P29343,EVODEX.0-P29347",[H]OP(=O)(O[H])O[P:2](=[O:1])([O:3])[O:4].[H][O:10][C:11]>>[O:1]=[P:2]([O:3])([O:4])[O:10][C:11]
EVODEX.0-E194,EVODEX.0-P3593,[H][C:1]([H])([H])[C:2][S:4][C:5]([H])([H])[C:6]([H])([H])[N:7]([H])[C:8][C:10]([H])([H])[C:11]([H])([H])[N:12]([H])[C:13][C@:15]([H])([O:16][H])[C:17]([C:18]([H])([H])[H])([C:19]([H])([H])[H])[C:20]([H])([H])[O:21][P:22][O:24][H].[H][N:39]([H])[C:38]:[N:40]:[C:41]([H]):[N:42].[H][O:28][P:26][O:29][C:30]([H])([H])[C@@:31]1([H])[O:32][C@@:33]([H])([N:34]:[C:35]([H]):[N:36])[C@:44]([H])([O:45][H])[C@:46]1([H])[O:47][P:48]([O:50][H])[O:51][H]>>[H][C:1]([H])([H])[C:2][S:4][C:5]([H])([H])[C:6]([H])([H])[N:7]([H])[C:8][C:10]([H])([H])[C:11]([H])([H])[N:12]([H])[C:13][C@:15]([H])([O:16][H])[C:17]([C:18]([H])([H])[H])([C:19]([H])([H])[H])[C:20]([H])([H])[O:21][P:22][O:24][H].[H][N:39]([H])[C:38]:[N:40]:[C:41]([H]):[N:42].[H][O:28][P:26][O:29][C:30]([H])([H])[C@@:31]1([H])[O:32][C@@:33]([H])([N:34]:[C:35]([H]):[N:36])[C@:44]([H])([O:45][H])[C@:46]1([H])[O:47][P:48]([O:50][H])[O:51][H]
EVODEX.0-E1946,"EVODEX.0-P28941,EVODEX.0-P46655",[H]OC(=O)[C:5]([C:2]([C:1]([H])([H:40])[H:41])([C:3])[O:4])([H:47])[H:48]>>[H][C:5]([C:2](=[C:1]([H:40])[H:41])[C:3])([H:47])[H:48].[H]OP(=O)OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)[C@]([H])(O[H])[C@]1([H])O[H]
EVODEX.0-E195,"EVODEX.0-P3660,EVODEX.0-P3664,EVODEX.0-P3666,EVODEX.0-P3773,EVODEX.0-P3977,EVODEX.0-P3979,EVODEX.0-P3981,EVODEX.0-P3983",[C:10][C:11](=[C:12]([C:13]=[O:14])[H:86])[C:17]>>[H][C@@:11]([C:10])([C:12]([H])([C:13])[H:86])[C:17]
EVODEX.0-E196,"EVODEX.0-P3662,EVODEX.0-P3668,EVODEX.0-P3671,EVODEX.0-P3678,EVODEX.0-P3686,EVODEX.0-P3690,EVODEX.0-P3694,EVODEX.0-P3696,EVODEX.0-P3698,EVODEX.0-P3700,EVODEX.0-P3706,EVODEX.0-P3709,EVODEX.0-P3783,EVODEX.0-P3787,EVODEX.0-P3807,EVODEX.0-P3833,EVODEX.0-P3837,EVODEX.0-P3844,EVODEX.0-P3848,EVODEX.0-P3878,EVODEX.0-P3962,EVODEX.0-P3967,EVODEX.0-P4017,EVODEX.0-P4036,EVODEX.0-P4076,EVODEX.0-P4078",[O:49]=[C:50][C:51](=[C:52]([C:53])[H:87])[H:86]>>[H][C:51]([C:50])([C:52]([H])([C:53])[H:87])[H:86]
EVODEX.0-E1966,"EVODEX.0-P29413,EVODEX.0-P45886,EVODEX.0-P45891,EVODEX.0-P45896",[H]OP(=O)(O[H])[N:8]([C:2])[H:60]>>[H][N:8]([C:2])[H:60]
EVODEX.0-E1967,"EVODEX.0-P30600,EVODEX.0-P30606,EVODEX.0-P34651,EVODEX.0-P35176",[C:13][C:14]([O:15])([H:47])[H:48].[H][O:30][P:29]>>[C:13][C:14]([O:30][P:29])([H:47])[H:48].[H]
EVODEX.0-E197,"EVODEX.0-P3674,EVODEX.0-P3821",[H][C:48]([C:46])([C:49]([H])([C:50])[H:84])[H:82]>>[O:45]=[C:46]/[C:48](=[C:49](/[C:50]=[O:51])[H:84])[H:82]
EVODEX.0-E1973,EVODEX.0-P29666,[H]OP(=O)(OC([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])OP(=O)(O[H])O[P:25](=[O:26])([O:27])[O:28].[H][O:50][P:48]>>[P:25](=[O:26])([O:27])([O:28])[O:50][P:48]
EVODEX.0-E198,"EVODEX.0-P10622,EVODEX.0-P10625,EVODEX.0-P3676,EVODEX.0-P3812",[O:45]=[C:46]/[C:48](=[C:49](/[C:50]=[O:51])[H:84])[H:83]>>[H][C:48]([C:46])([C:49]([H])([C:50])[H:84])[H:83]
EVODEX.0-E1985,EVODEX.0-P29970,[H]OS(=O)(=O)O[P:16]([O:15])(=[O:17])[O:18]>>[H]OP(=O)(O[H])O[P:16]([O:15])(=[O:17])[O:18]
EVODEX.0-E199,"EVODEX.0-P3680,EVODEX.0-P3688,EVODEX.0-P3692,EVODEX.0-P3785,EVODEX.0-P3789,EVODEX.0-P3846,EVODEX.0-P3850,EVODEX.0-P3876,EVODEX.0-P3914,EVODEX.0-P4108,EVODEX.0-P4133,EVODEX.0-P4172,EVODEX.0-P4174,EVODEX.0-P4176,EVODEX.0-P4181",[H][C:48]([C:46])([C:49]([H])([C:50])[H:87])[H:85]>>[O:45]=[C:46]/[C:48](=[C:49](/[C:50])[H:87])[H:85]
EVODEX.0-E1992,"EVODEX.0-P30096,EVODEX.0-P30482,EVODEX.0-P30683",[H][O:33][P:31].[H]OP(=O)(O[H])O[C@@:6]([O:7])([C:15])[H:58]>>[C@@:6]([O:7])([C:15])([O:33][P:31])[H:58]
EVODEX.0-E2,"EVODEX.0-P1011,EVODEX.0-P1021,EVODEX.0-P1079,EVODEX.0-P12129,EVODEX.0-P1219,EVODEX.0-P122,EVODEX.0-P1231,EVODEX.0-P1233,EVODEX.0-P1237,EVODEX.0-P1285,EVODEX.0-P1314,EVODEX.0-P1329,EVODEX.0-P1359,EVODEX.0-P13594,EVODEX.0-P1399,EVODEX.0-P1413,EVODEX.0-P1437,EVODEX.0-P1578,EVODEX.0-P16,EVODEX.0-P161,EVODEX.0-P1641,EVODEX.0-P170,EVODEX.0-P1719,EVODEX.0-P1733,EVODEX.0-P1845,EVODEX.0-P1849,EVODEX.0-P1861,EVODEX.0-P1863,EVODEX.0-P1865,EVODEX.0-P1878,EVODEX.0-P1880,EVODEX.0-P1882,EVODEX.0-P1916,EVODEX.0-P1937,EVODEX.0-P1939,EVODEX.0-P1941,EVODEX.0-P1979,EVODEX.0-P1990,EVODEX.0-P1994,EVODEX.0-P1996,EVODEX.0-P20,EVODEX.0-P2001,EVODEX.0-P2003,EVODEX.0-P2005,EVODEX.0-P2009,EVODEX.0-P2011,EVODEX.0-P2013,EVODEX.0-P2022,EVODEX.0-P2031,EVODEX.0-P2135,EVODEX.0-P2191,EVODEX.0-P22,EVODEX.0-P346,EVODEX.0-P354,EVODEX.0-P362,EVODEX.0-P366,EVODEX.0-P388,EVODEX.0-P396,EVODEX.0-P400,EVODEX.0-P402,EVODEX.0-P410,EVODEX.0-P414,EVODEX.0-P423,EVODEX.0-P49220,EVODEX.0-P49247,EVODEX.0-P5,EVODEX.0-P500,EVODEX.0-P545,EVODEX.0-P582,EVODEX.0-P586,EVODEX.0-P621,EVODEX.0-P664,EVODEX.0-P6785,EVODEX.0-P80,EVODEX.0-P829,EVODEX.0-P835,EVODEX.0-P84,EVODEX.0-P901,EVODEX.0-P921",[H][C:4]([C:2])([O:5][H])[H:61]>>[C:2][C:4](=[O:5])[H:61]
EVODEX.0-E200,"EVODEX.0-P3702,EVODEX.0-P3704,EVODEX.0-P4014,EVODEX.0-P4025",[C:49](=[O:50])[C:51](=[C:52]([C:53])[H:140])[C:56]>>[H][C:51]([C:49])([C:52]([H])([C:53])[H:140])[C:56]
EVODEX.0-E2018,"EVODEX.0-P30385,EVODEX.0-P30397",[H]N=C1:N([H]):C(=O):C2:N:C([H]):N([C@]3([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[C:35]([C:34])([H:100])[H:101])[C@@]([H])(O[H])[C@@]3([H])O[H]):C:2:N:1[H].[H][O:76][P:75]>>[C:34][C:35]([O:76][P:75])([H:100])[H:101]
EVODEX.0-E202,EVODEX.0-P3714,[H]OC(=O)[C@@:51]1([C:50])[C:55]([H:93])=[C:56]([H:94])[C@@:57]([H])([O:58])[C:59]([H:97])=[C:60]1[H:98]>>[C:50][C:51]1:[C:55]([H:93]):[C:56]([H:94]):[C:57]([O:58]):[C:59]([H:97]):[C:60]:1[H:98]
EVODEX.0-E2024,EVODEX.0-P30421,[H]OS(=O)(=O)O[P:17]([O:16])(=[O:18])[O:19]>>[H]N([H])[P:17]([O:16])(=[O:18])[O:19]
EVODEX.0-E203,"EVODEX.0-P3741,EVODEX.0-P3745",[#6:8]/[#6:9](-[#85:89])=[#6:10](\[#6:11])-[#7&+:21]=[#8:22]>>[#6:8]-[#6:9](-[#85:89])(-[#85])-[#6:10](-[#85])(-[#6:11])-[#7&+:21]
EVODEX.0-E204,"EVODEX.0-P3747,EVODEX.0-P3805,EVODEX.0-P3809,EVODEX.0-P4010",[C:1](=[C:2]([C:3]=[O:4])[C:11])([H:60])[H:61]>>[H][C:1]([C:2]([H])([C:3])[C:11])([H:60])[H:61]
EVODEX.0-E205,"EVODEX.0-P3763,EVODEX.0-P3769",[H][C@@:13]([C:12])([C:14]([H])([C:15])[H:99])[C:24]>>[C:12][C:13](=[C:14]([C:15]=[C:16])[H:99])[C:24]
EVODEX.0-E206,"EVODEX.0-P3765,EVODEX.0-P3767",[C:12][C:13](=[C:14]([C:15]=[C:16])[H:98])[C:24]>>[H][C@@:13]([C:12])([C:14]([H])([C:15])[H:98])[C:24]
EVODEX.0-E2064,EVODEX.0-P46319,[C:1](=[C:2]([O:3][P:4])[C:8]=[O:9])([H:39])[H:40]>>[H][C:1]([C:2](=[O:3])[C:8]=[O:9])([H:39])[H:40].[H].[H]OP(O)(O)=O
EVODEX.0-E2066,EVODEX.0-P46310,[H]OC(=O)C(O[P:4](=[O:5])([O:6])[O:7])=C([H])[H]>>[H].[H]OP(O)(=O)O[P:4](=[O:5])([O:6])[O:7]
EVODEX.0-E207,"EVODEX.0-P3771,EVODEX.0-P3775,EVODEX.0-P4064,EVODEX.0-P4068,EVODEX.0-P4072,EVODEX.0-P4074",[H][C@:11]([C:10])([C:12]([H])([C:13])[H:87])[C:17]>>[C:10][C:11](=[C:12]([C:13]=[O:14])[H:87])[C:17]
EVODEX.0-E2071,EVODEX.0-P31334,[H][O:3][S:2][O:4][H].[H][O:8][S:7][O:9][H]>>[H][O:3][S:2][O:4][H].[H][O:8][S:7][O:9][H]
EVODEX.0-E2072,"EVODEX.0-P31337,EVODEX.0-P31343",[H][C:1]#[N:2].[C:8][S:9][H:14]>>[C:1](#[N:2])[S:9][H:14].[H]
EVODEX.0-E2074,"EVODEX.0-P31348,EVODEX.0-P31354,EVODEX.0-P31370,EVODEX.0-P31380,EVODEX.0-P31385,EVODEX.0-P31395,EVODEX.0-P31405,EVODEX.0-P31415,EVODEX.0-P31420,EVODEX.0-P31433,EVODEX.0-P31438,EVODEX.0-P31443,EVODEX.0-P31448,EVODEX.0-P31458,EVODEX.0-P31463,EVODEX.0-P31473,EVODEX.0-P31483,EVODEX.0-P31488,EVODEX.0-P31493,EVODEX.0-P31498,EVODEX.0-P31503,EVODEX.0-P31523,EVODEX.0-P31528,EVODEX.0-P31533,EVODEX.0-P31543,EVODEX.0-P31548,EVODEX.0-P31553,EVODEX.0-P31558,EVODEX.0-P31563,EVODEX.0-P31573,EVODEX.0-P31578,EVODEX.0-P31584,EVODEX.0-P31589,EVODEX.0-P31594,EVODEX.0-P31599,EVODEX.0-P31619,EVODEX.0-P31624,EVODEX.0-P31629,EVODEX.0-P31634,EVODEX.0-P31639,EVODEX.0-P31644,EVODEX.0-P31649,EVODEX.0-P31654,EVODEX.0-P31659,EVODEX.0-P31664,EVODEX.0-P31669,EVODEX.0-P31674,EVODEX.0-P31679,EVODEX.0-P31684,EVODEX.0-P31689,EVODEX.0-P31694,EVODEX.0-P31699,EVODEX.0-P31704,EVODEX.0-P31709,EVODEX.0-P31714,EVODEX.0-P31719,EVODEX.0-P31724,EVODEX.0-P31729,EVODEX.0-P31733,EVODEX.0-P31738,EVODEX.0-P31743,EVODEX.0-P31763",[O:19][S:20](=[O:21])(=[O:22])[O:23].[H][O:32][C:33]>>[H].[S:20](=[O:21])(=[O:22])([O:23])[O:32][C:33]
EVODEX.0-E2077,"EVODEX.0-P31359,EVODEX.0-P31375,EVODEX.0-P31400,EVODEX.0-P31410,EVODEX.0-P31453,EVODEX.0-P31468,EVODEX.0-P31478",[H][O:18][P:16].[O:35][S:36](=[O:37])(=[O:38])[O:39]>>[P:16][O:18][S:36](=[O:37])(=[O:38])[O:39].[H]
EVODEX.0-E2078,"EVODEX.0-P31360,EVODEX.0-P31378,EVODEX.0-P31413,EVODEX.0-P35075",[H]OS(=O)(=O)[O:35][C:34]>>[H][O:35][C:34]
EVODEX.0-E2079,"EVODEX.0-P31365,EVODEX.0-P31390",[O:30][S:31](=[O:32])(=[O:33])[O:34].[H][N:1]([C:2])[H:58]>>[H].[N:1]([C:2])([S:31](=[O:32])(=[O:33])[O:34])[H:58]
EVODEX.0-E208,"EVODEX.0-P3791,EVODEX.0-P3795",[H][C@@:52]([C:51])([O:53][H])[C:54]>>[O:45]=[C:46][C:48]1=[C:49][C:50]=[C:51][C:52](=[O:53])[C:54]1
EVODEX.0-E2082,"EVODEX.0-P31508,EVODEX.0-P31513",[H][S:4][C:2].[O:23][S:24](=[O:25])(=[O:26])[O:27]>>[C:2][S:4][S:24](=[O:25])(=[O:26])[O:27].[H]
