,0
0,9.9
1,9.9
2,9.9
3,9.9
4,9.9
5,9.9
6,9.9
7,9.9
8,9.9
9,9.9
10,9.9
11,9.9
12,9.9
13,9.9
14,9.9
15,9.9
16,9.9
17,9.9
18,9.9
19,9.9
20,9.9
21,9.9
22,9.9
23,9.9
24,9.9
25,9.9
26,9.9
27,9.9
28,9.9
29,9.9
30,9.9
31,9.9
32,9.684782608695652
33,9.792391304347827
34,9.792391304347827
35,9.792391304347827
36,9.792391304347827
37,9.792391304347827
38,9.792391304347827
39,9.792391304347827
40,9.792391304347827
41,9.792391304347827
42,9.792391304347827
43,9.792391304347827
44,9.792391304347827
45,9.792391304347827
46,9.792391304347827
47,9.792391304347827
48,9.684782608695652
49,9.684782608695652
50,9.684782608695652
51,9.57717391304348
52,9.684782608695652
53,9.57717391304348
54,9.684782608695652
55,9.684782608695652
56,9.57717391304348
57,9.792391304347827
58,9.792391304347827
59,9.684782608695652
60,9.9
61,9.9
62,9.792391304347827
63,9.684782608695654
64,9.684782608695652
65,9.9
66,9.9
67,9.792391304347827
68,9.9
69,9.792391304347827
70,9.9
71,9.9
72,9.792391304347827
73,9.9
74,9.9
75,9.9
76,9.9
77,9.9
78,9.9
79,9.9
80,9.9
81,9.9
82,9.9
83,9.9
84,9.9
85,9.9
86,9.9
87,9.9
88,9.9
89,9.9
90,9.9
91,9.9
92,9.9
93,9.9
94,9.9
95,9.9
96,9.9
97,9.9
98,9.9
99,9.9
100,9.9
101,9.9
102,9.9
103,9.9
104,9.9
105,9.9
106,9.9
107,9.9
108,9.9
109,9.9
110,9.9
111,9.9
112,9.9
113,9.9
114,9.9
115,9.9
116,9.9
117,9.9
118,9.9
119,9.9
120,9.9
121,9.9
122,9.9
123,9.9
124,9.9
125,9.9
126,9.689361702127659
127,9.689361702127659
128,9.162765957446808
129,9.26808510638298
130,9.268085106382978
131,9.373404255319148
132,9.47872340425532
133,9.47872340425532
134,9.47872340425532
135,9.47872340425532
136,9.373404255319148
137,9.47872340425532
138,9.47872340425532
139,9.47872340425532
140,9.584042553191491
141,9.373404255319148
142,9.373404255319148
143,9.373404255319148
144,9.373404255319148
145,9.373404255319148
146,9.584042553191491
147,9.584042553191491
148,9.47872340425532
149,9.584042553191491
150,9.584042553191491
151,9.584042553191491
152,9.47872340425532
153,9.689361702127659
154,9.58404255319149
155,9.58404255319149
156,9.37340425531915
157,9.47872340425532
158,9.584042553191491
159,9.584042553191491
160,9.47872340425532
161,9.584042553191491
162,9.58404255319149
163,9.9
164,9.79468085106383
165,9.9
166,9.9
167,9.689361702127659
168,9.9
169,9.9
170,9.9
171,9.9
172,9.68936170212766
173,9.9
174,9.9
175,9.9
176,9.9
177,9.9
178,9.9
179,9.9
180,9.9
181,9.9
182,9.9
183,9.9
184,9.9
185,9.9
186,9.9
187,9.9
188,9.9
189,9.9
190,9.9
191,9.9
192,9.900000000000002
193,9.900000000000002
194,9.900000000000002
195,9.900000000000002
196,9.900000000000002
197,9.900000000000002
198,9.900000000000002
199,9.900000000000002
200,9.900000000000002
201,9.900000000000002
202,9.900000000000002
203,9.900000000000002
204,9.900000000000002
